"filename", "language", "Dart", "comment", "blank", "total"
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/data/shadows.dart", "Dart", 6, 0, 1, 7
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/main.dart", "Dart", -11, 0, -2, -13
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/authentication_view.dart", "Dart", 12, 0, 0, 12
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/bookmark_view.dart", "Dart", -1, 0, 0, -1
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/comments_test.dart", "Dart", 109, 12, 11, 132
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/content_feed.dart", "Dart", -8, 0, 0, -8
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/create_short.dart", "Dart", -5, 9, 0, 4
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/developer_info.dart", "Dart", 30, 0, 4, 34
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/draft_view.dart", "Dart", 47, 0, 5, 52
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/report_view.dart", "Dart", 70, 0, 6, 76
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/your_shorts_view.dart", "Dart", 47, 0, 5, 52
"Total", "-", 885, 20, 52, 957
