"filename", "language", "Dart", "comment", "blank", "total"
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/api/api_shorts.dart", "Dart", 32, 0, 1, 33
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/api/api_universal.dart", "Dart", 65, 0, 4, 69
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/authentication/authentication_functions.dart", "Dart", 4, 0, 0, 4
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/card_functions/reaction_functions.dart", "Dart", 14, 0, 0, 14
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/cards/comment_card.dart", "Dart", 1, 0, 0, 1
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/cards/creator_info.dart", "Dart", -3, 0, 0, -3
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/cards/short_card.dart", "Dart", 2, 0, 0, 2
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/cards/short_card_minimal.dart", "Dart", 17, 0, 1, 18
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/feed/get_content.dart", "Dart", 16, 0, 1, 17
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/input/input_styling.dart", "Dart", -1, 0, 0, -1
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/components/navigation/menu_bar.dart", "Dart", -9, 0, 0, -9
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/main.dart", "Dart", -1, 0, 0, -1
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/authentication_signup.dart", "Dart", -5, 0, 0, -5
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/authentication_view.dart", "Dart", 32, 1, 2, 35
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/comments_test.dart", "Dart", -109, -12, -11, -132
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/create_short.dart", "Dart", 16, 0, 0, 16
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/profile_view.dart", "Dart", 143, 0, 7, 150
"/Users/leifetter/Documents/GitHub/lebenswiki_app/lib/views/your_shorts_view.dart", "Dart", 44, 0, 0, 44
"Total", "-", 258, -11, 5, 252
